DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2014,364,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2015,404,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2016,410,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2017,411,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2018,407,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2019,439,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2020,478,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2021,461,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Latvia,2022,464,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2014,479,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2015,498,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2016,493,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2017,490,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2018,516,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2019,545,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2020,486,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2021,515,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2022,537,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Montenegro,2023,573,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2014,370,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2015,380,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2018,412,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2019,441,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2020,441,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2021,459,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,North Macedonia,2022,467,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2014,629,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2015,643,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2016,643,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2017,667,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2018,673,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2019,697,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2020,642,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2021,611,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2022,618,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Malta,2023,606,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2014,527,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2015,523,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2016,520,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2017,513,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2018,511,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2019,508,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2020,533,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2021,514,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2022,473,p,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Netherlands,2023,468,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2014,423,b,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2015,421,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2016,754,b,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2017,748,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2018,739,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2019,776,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2020,726,b,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2021,799,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2022,768,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Norway,2023,724,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2014,272,be,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2015,286,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2016,307,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2017,315,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2018,329,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2019,336,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2020,350,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2021,370,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2022,364,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Poland,2023,367,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2014,452,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2015,459,b,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2016,472,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2017,484,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2018,504,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2019,510,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2020,508,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2021,510,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2022,508,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Portugal,2023,505,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2014,249,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2015,247,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2016,261,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2017,272,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2018,272,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2019,280,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2020,290,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2021,302,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Romania,2022,303,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2014,299,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2015,259,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2016,268,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2017,306,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2018,319,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2019,338,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2020,427,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2021,442,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2022,473,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Serbia,2023,467,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2014,443,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2015,451,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2016,447,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2017,452,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2018,434,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2019,449,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2020,431,b,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2021,418,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2022,395,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Sweden,2023,392,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2014,432,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2015,449,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2016,457,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2017,471,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2018,486,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2019,504,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2020,487,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2021,511,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2022,487,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovenia,2023,517,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2014,320,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2015,329,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2016,348,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2017,378,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2018,414,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2019,421,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2020,478,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2021,497,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2022,478,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Slovakia,2023,472,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2014,405,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2015,400,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2016,426,be,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2017,425,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2018,424,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2019,424,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2020,415,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2021,416,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2022,382,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Türkiye,2023,380,e,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2015,178,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2017,229,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2018,226,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2019,252,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2020,255,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2021,271,,
ESTAT:ENV_WASMUN(1.0),13/02/25 11:00:00,Annual,Waste generated,Kilograms per capita,Kosovo*,2022,283,,
